Type,TimeStamp,Latitude,Longitude,HAccuracy,Speed,Course
0,2017-09-23 18:40:12 +0000,44.363389,-111.402502,5,23.92,23.90625
0,2017-09-23 18:40:17 +0000,44.364385,-111.401892,5,23.959999,24.257812
0,2017-09-23 18:40:22 +0000,44.365378,-111.401291,5,23.950001,23.90625
0,2017-09-23 18:40:27 +0000,44.366361,-111.400689,5,23.91,23.90625
0,2017-09-23 18:40:32 +0000,44.367349,-111.400084,5,24.049999,23.554688
0,2017-09-23 18:40:37 +0000,44.368352,-111.399454,5,25.040001,23.90625
0,2017-09-23 18:40:42 +0000,44.369423,-111.398799,5,26.26,23.90625
0,2017-09-23 18:40:47 +0000,44.370525,-111.39811,5,27.18,24.257812
0,2017-09-23 18:40:51 +0000,44.371447,-111.397534,5,28.33,23.90625
0,2017-09-23 18:40:56 +0000,44.372642,-111.396807,5,29.309999,23.90625
0,2017-09-23 18:41:00 +0000,44.373637,-111.396194,5,31.07,24.257812
0,2017-09-23 18:41:05 +0000,44.374954,-111.395381,5,32.509998,23.90625
0,2017-09-23 18:41:09 +0000,44.376047,-111.394712,5,32.869999,23.90625
0,2017-09-23 18:41:14 +0000,44.377394,-111.39388,5,32.700001,23.90625
0,2017-09-23 18:41:18 +0000,44.378462,-111.393204,5,32.400002,23.90625
0,2017-09-23 18:41:23 +0000,44.379779,-111.39237,5,32.279999,23.90625
0,2017-09-23 18:41:27 +0000,44.380842,-111.391693,5,32.860001,24.257812
0,2017-09-23 18:41:32 +0000,44.382211,-111.390836,5,33.279999,23.90625
0,2017-09-23 18:41:36 +0000,44.383334,-111.39018,5,33.25,23.203125
0,2017-09-23 18:41:41 +0000,44.38469,-111.389343,5,32.68,24.609375
0,2017-09-23 18:41:45 +0000,44.385777,-111.388656,5,32.889999,24.257812
0,2017-09-23 18:41:50 +0000,44.387143,-111.387831,5,32.759998,23.554688
0,2017-09-23 18:41:54 +0000,44.388231,-111.387171,5,32.990002,23.90625
0,2017-09-23 18:41:59 +0000,44.389588,-111.386314,5,33.099998,24.609375
0,2017-09-23 18:42:03 +0000,44.390666,-111.385635,5,32.939999,23.90625
0,2017-09-23 18:42:08 +0000,44.392029,-111.384806,5,32.970001,23.90625
0,2017-09-23 18:42:12 +0000,44.393107,-111.384128,5,32.799999,23.90625
0,2017-09-23 18:42:17 +0000,44.394454,-111.383305,5,32.75,23.554688
0,2017-09-23 18:42:21 +0000,44.395525,-111.382644,5,32.75,23.554688
0,2017-09-23 18:42:26 +0000,44.396873,-111.381793,5,33.060001,24.257812
0,2017-09-23 18:42:30 +0000,44.397957,-111.381116,5,32.900002,24.257812
0,2017-09-23 18:42:35 +0000,44.399317,-111.38028,5,33.07,23.90625
0,2017-09-23 18:42:39 +0000,44.400403,-111.379599,5,32.790001,24.257812
0,2017-09-23 18:42:44 +0000,44.401751,-111.378764,5,32.779999,23.90625
0,2017-09-23 18:42:48 +0000,44.402832,-111.378099,5,32.860001,23.90625
0,2017-09-23 18:42:53 +0000,44.404193,-111.377274,5,33.07,23.203125
0,2017-09-23 18:42:57 +0000,44.405279,-111.376584,5,33.02,24.960938
0,2017-09-23 18:43:02 +0000,44.406637,-111.375748,5,33.07,22.5
0,2017-09-23 18:43:06 +0000,44.407748,-111.375158,5,32.990002,19.335938
0,2017-09-23 18:43:11 +0000,44.409187,-111.374609,5,32.919998,12.65625
0,2017-09-23 18:43:14 +0000,44.410058,-111.374381,5,32.959999,10.546875
0,2017-09-23 18:43:19 +0000,44.411542,-111.374012,5,34.310001,10.195312
0,2017-09-23 18:43:22 +0000,44.412463,-111.37379,5,34.889999,9.492188
0,2017-09-23 18:43:27 +0000,44.41395,-111.373449,5,32.389999,9.492188
0,2017-09-23 18:43:31 +0000,44.41507,-111.373176,5,31.959999,9.84375
0,2017-09-23 18:43:36 +0000,44.416447,-111.372843,5,30.75,9.492188
0,2017-09-23 18:43:40 +0000,44.417492,-111.372598,5,27.58,10.546875
0,2017-09-23 18:43:45 +0000,44.418632,-111.372295,5,25.18,9.84375
0,2017-09-23 18:43:50 +0000,44.419703,-111.372051,5,23.66,10.195312
0,2017-09-23 18:43:55 +0000,44.420775,-111.37179,5,23.879999,9.84375
0,2017-09-23 18:44:00 +0000,44.421857,-111.371539,5,25.76,9.84375
0,2017-09-23 18:44:05 +0000,44.423081,-111.371231,5,27.74,9.84375
0,2017-09-23 18:44:09 +0000,44.423995,-111.371017,5,25.129999,9.84375
0,2017-09-23 18:44:14 +0000,44.425039,-111.370749,5,23.209999,9.140625
0,2017-09-23 18:44:19 +0000,44.426075,-111.370482,5,23.33,9.84375
0,2017-09-23 18:44:24 +0000,44.427141,-111.370226,5,24.639999,9.84375
0,2017-09-23 18:44:26 +0000,44.4276,-111.370113,5,26.32,9.84375
0,2017-09-23 18:44:28 +0000,44.428087,-111.370006,5,27.68,9.140625
0,2017-09-23 18:44:33 +0000,44.429379,-111.36971,5,30.08,9.140625
0,2017-09-23 18:44:37 +0000,44.430484,-111.369434,5,31.43,10.195312
0,2017-09-23 18:44:42 +0000,44.431851,-111.369106,5,30.809999,9.140625
0,2017-09-23 18:44:46 +0000,44.432935,-111.368838,5,30.540001,10.898438
0,2017-09-23 18:44:51 +0000,44.434321,-111.368515,5,31.77,9.140625
0,2017-09-23 18:44:55 +0000,44.435451,-111.368254,5,31.91,9.84375
0,2017-09-23 18:45:00 +0000,44.436833,-111.367931,5,30.25,10.195312
0,2017-09-23 18:45:04 +0000,44.437877,-111.367655,5,29.93,9.492188
0,2017-09-23 18:45:09 +0000,44.439217,-111.367337,5,30,10.195312
0,2017-09-23 18:45:13 +0000,44.440282,-111.367073,5,29.73,9.84375
0,2017-09-23 18:45:18 +0000,44.441619,-111.366662,5,30.780001,15.46875
0,2017-09-23 18:45:22 +0000,44.442665,-111.366199,5,30.49,19.335938
0,2017-09-23 18:45:27 +0000,44.443914,-111.365569,5,28.92,19.335938
0,2017-09-23 18:45:31 +0000,44.444884,-111.365068,5,28.66,20.742188
0,2017-09-23 18:45:36 +0000,44.446083,-111.364442,5,28.799999,19.6875
0,2017-09-23 18:45:40 +0000,44.447069,-111.363946,5,29.91,19.335938
0,2017-09-23 18:45:45 +0000,44.448345,-111.363305,5,29.959999,20.742188
0,2017-09-23 18:45:49 +0000,44.449329,-111.362804,5,28.860001,19.6875
0,2017-09-23 18:45:54 +0000,44.45054,-111.362189,5,28.02,21.445312
0,2017-09-23 18:45:58 +0000,44.451481,-111.361712,5,27.58,20.039062
0,2017-09-23 18:46:03 +0000,44.45267,-111.36111,5,28.549999,19.335938
0,2017-09-23 18:46:07 +0000,44.453659,-111.360632,5,29.459999,19.6875
0,2017-09-23 18:46:12 +0000,44.454969,-111.359994,5,32.490002,19.335938
0,2017-09-23 18:46:15 +0000,44.455857,-111.359578,5,35.16,18.984375
0,2017-09-23 18:46:20 +0000,44.457437,-111.358782,5,38.860001,19.6875
0,2017-09-23 18:46:23 +0000,44.458403,-111.358298,5,37.509998,19.335938
0,2017-09-23 18:46:28 +0000,44.459918,-111.357511,5,34.880001,20.390625
0,2017-09-23 18:46:32 +0000,44.461035,-111.356912,5,32.59,21.09375
0,2017-09-23 18:46:37 +0000,44.462418,-111.356189,5,33.459999,20.039062
0,2017-09-23 18:46:41 +0000,44.463577,-111.355636,5,34.220001,19.335938
0,2017-09-23 18:46:46 +0000,44.465036,-111.354936,5,34.209999,19.6875
0,2017-09-23 18:46:50 +0000,44.466193,-111.35435,5,34.060001,19.6875
0,2017-09-23 18:46:55 +0000,44.467636,-111.353616,5,34.07,19.6875
0,2017-09-23 18:46:59 +0000,44.468777,-111.353041,5,33.450001,18.984375
0,2017-09-23 18:47:04 +0000,44.470174,-111.352325,5,33.310001,19.6875
0,2017-09-23 18:47:08 +0000,44.471299,-111.351769,5,32.959999,19.6875
0,2017-09-23 18:47:13 +0000,44.472682,-111.351083,5,32.200001,20.039062
0,2017-09-23 18:47:17 +0000,44.473779,-111.350534,5,32.259998,22.148438
0,2017-09-23 18:47:22 +0000,44.475186,-111.349886,5,33.110001,18.984375
0,2017-09-23 18:47:26 +0000,44.476304,-111.349312,5,33.299999,19.6875
0,2017-09-23 18:47:31 +0000,44.477708,-111.348578,5,33.150002,20.390625
0,2017-09-23 18:47:35 +0000,44.478837,-111.348011,5,33.02,19.6875
0,2017-09-23 18:47:40 +0000,44.480231,-111.34731,5,32.740002,19.6875
0,2017-09-23 18:47:44 +0000,44.481337,-111.346722,5,32.990002,20.039062
0,2017-09-23 18:47:49 +0000,44.482738,-111.346016,5,33.279999,19.6875
0,2017-09-23 18:47:53 +0000,44.483865,-111.345461,5,33.34,19.6875
0,2017-09-23 18:47:58 +0000,44.485275,-111.344766,5,33.169998,19.6875
0,2017-09-23 18:48:02 +0000,44.486399,-111.344227,5,32.860001,20.742188
0,2017-09-23 18:48:07 +0000,44.487789,-111.34351,5,32.869999,19.6875
0,2017-09-23 18:48:11 +0000,44.488904,-111.342953,5,32.900002,20.039062
0,2017-09-23 18:48:16 +0000,44.4903,-111.342244,5,32.849998,19.6875
0,2017-09-23 18:48:20 +0000,44.491401,-111.34167,5,32.610001,20.039062
0,2017-09-23 18:48:25 +0000,44.492796,-111.340965,5,32.759998,20.039062
0,2017-09-23 18:48:29 +0000,44.493916,-111.340416,5,32.939999,18.984375
0,2017-09-23 18:48:34 +0000,44.495287,-111.339715,5,31.639999,20.039062
0,2017-09-23 18:48:38 +0000,44.49632,-111.339202,5,30.1,19.6875
0,2017-09-23 18:48:43 +0000,44.497529,-111.33858,5,28.34,20.742188
0,2017-09-23 18:48:47 +0000,44.498504,-111.338063,5,29.549999,22.851562
0,2017-09-23 18:48:52 +0000,44.499714,-111.337319,5,27.9,24.609375
0,2017-09-23 18:48:57 +0000,44.500744,-111.336607,5,25.940001,28.125
0,2017-09-23 18:49:02 +0000,44.501746,-111.335797,5,25.82,30.234375
0,2017-09-23 18:49:07 +0000,44.502628,-111.335034,5,21.9,32.695312
0,2017-09-23 18:49:12 +0000,44.503471,-111.334286,5,22.200001,31.640625
0,2017-09-23 18:49:18 +0000,44.504454,-111.333416,5,21.700001,32.695312
0,2017-09-23 18:49:23 +0000,44.505314,-111.332602,5,24.08,33.398438
0,2017-09-23 18:49:27 +0000,44.506043,-111.33195,5,24.120001,31.992188
0,2017-09-23 18:49:32 +0000,44.506952,-111.331168,5,24.059999,31.640625
0,2017-09-23 18:49:37 +0000,44.507903,-111.33044,5,24,28.476562
0,2017-09-23 18:49:42 +0000,44.50889,-111.329773,5,24.73,25.3125
0,2017-09-23 18:49:47 +0000,44.509917,-111.329156,5,24.209999,22.148438
0,2017-09-23 18:49:52 +0000,44.510973,-111.328608,5,25.84,18.632812
0,2017-09-23 18:49:57 +0000,44.512152,-111.328092,5,28.68,16.171875
0,2017-09-23 18:50:01 +0000,44.513182,-111.327734,5,29.23,11.953125
0,2017-09-23 18:50:06 +0000,44.514455,-111.32738,5,28.51,10.195312
0,2017-09-23 18:50:10 +0000,44.51545,-111.327168,5,26.809999,7.03125
0,2017-09-23 18:50:15 +0000,44.516521,-111.327031,5,23.26,4.921875
0,2017-09-23 18:50:20 +0000,44.51752,-111.32697,5,21.43,1.40625
0,2017-09-23 18:50:25 +0000,44.518502,-111.326941,5,21.610001,0
0,2017-09-23 18:50:30 +0000,44.519494,-111.326978,5,21.4,357.539062
0,2017-09-23 18:50:35 +0000,44.520516,-111.32707,5,23.1,355.429688
0,2017-09-23 18:50:40 +0000,44.52151,-111.327248,5,21.77,351.914062
0,2017-09-23 18:50:45 +0000,44.522422,-111.327433,5,21.530001,350.507812
0,2017-09-23 18:50:50 +0000,44.523441,-111.327644,5,22.290001,351.210938
0,2017-09-23 18:50:55 +0000,44.524337,-111.32783,5,20.9,351.5625
0,2017-09-23 18:51:00 +0000,44.525375,-111.328061,5,24.92,350.859375
0,2017-09-23 18:51:04 +0000,44.526258,-111.328261,5,25.76,351.210938
0,2017-09-23 18:51:09 +0000,44.527487,-111.328515,5,27.440001,351.914062
0,2017-09-23 18:51:13 +0000,44.528496,-111.328726,5,27.870001,350.859375
0,2017-09-23 18:51:18 +0000,44.529722,-111.328975,5,28.59,351.5625
0,2017-09-23 18:51:22 +0000,44.530754,-111.329197,5,29.07,351.210938
0,2017-09-23 18:51:27 +0000,44.532049,-111.329458,5,29.190001,351.5625
0,2017-09-23 18:51:31 +0000,44.533102,-111.329701,5,29.74,351.210938
0,2017-09-23 18:51:36 +0000,44.534548,-111.330004,5,34.150002,351.210938
0,2017-09-23 18:51:39 +0000,44.535491,-111.330207,5,35.48,351.5625
0,2017-09-23 18:51:44 +0000,44.537004,-111.330521,5,33.279999,351.210938
0,2017-09-23 18:51:47 +0000,44.537894,-111.330712,5,33.080002,351.210938
0,2017-09-23 18:51:52 +0000,44.539369,-111.331012,5,32.790001,352.617188
0,2017-09-23 18:51:55 +0000,44.540267,-111.331185,5,32.790001,351.5625
0,2017-09-23 18:52:00 +0000,44.541734,-111.331503,5,33.119999,351.5625
0,2017-09-23 18:52:03 +0000,44.542628,-111.33168,5,33.060001,351.5625
0,2017-09-23 18:52:08 +0000,44.544104,-111.332008,5,32.849998,351.210938
0,2017-09-23 18:52:11 +0000,44.544992,-111.332186,5,33.040001,351.5625
0,2017-09-23 18:52:16 +0000,44.546456,-111.332499,5,32.799999,350.859375
0,2017-09-23 18:52:19 +0000,44.547335,-111.332687,5,32.779999,351.5625
0,2017-09-23 18:52:24 +0000,44.548802,-111.332984,5,32.75,351.5625
0,2017-09-23 18:52:27 +0000,44.549682,-111.33318,5,33,350.859375
0,2017-09-23 18:52:32 +0000,44.551144,-111.333505,5,32.939999,351.5625
0,2017-09-23 18:52:35 +0000,44.552027,-111.333686,5,32.959999,351.5625
0,2017-09-23 18:52:40 +0000,44.553488,-111.333994,5,33.060001,351.5625
0,2017-09-23 18:52:43 +0000,44.554372,-111.334185,5,33.130001,351.5625
0,2017-09-23 18:52:48 +0000,44.555841,-111.334487,5,32.970001,351.210938
0,2017-09-23 18:52:51 +0000,44.556713,-111.334673,5,32.759998,351.5625
0,2017-09-23 18:52:56 +0000,44.558167,-111.334971,5,32.779999,351.5625
0,2017-09-23 18:52:59 +0000,44.559048,-111.335164,5,32.849998,350.859375
0,2017-09-23 18:53:04 +0000,44.560506,-111.335485,5,32.790001,350.507812
0,2017-09-23 18:53:07 +0000,44.561385,-111.335685,5,32.720001,351.210938
0,2017-09-23 18:53:12 +0000,44.562839,-111.336002,5,32.549999,351.210938
0,2017-09-23 18:53:15 +0000,44.563712,-111.336179,5,32.509998,351.5625
0,2017-09-23 18:53:20 +0000,44.565177,-111.336498,5,33.080002,350.859375
0,2017-09-23 18:53:23 +0000,44.566068,-111.336683,5,33.349998,351.5625
0,2017-09-23 18:53:28 +0000,44.567537,-111.336964,5,33.040001,352.96875
0,2017-09-23 18:53:31 +0000,44.568446,-111.337087,5,33.389999,354.375
0,2017-09-23 18:53:36 +0000,44.569881,-111.337249,5,32.610001,355.78125
0,2017-09-23 18:53:39 +0000,44.570771,-111.337326,5,32.799999,356.484375
0,2017-09-23 18:53:44 +0000,44.572262,-111.337353,5,33.119999,0.351562
0,2017-09-23 18:53:47 +0000,44.573162,-111.337327,5,33.07,1.40625
0,2017-09-23 18:53:52 +0000,44.574638,-111.337243,5,32.610001,1.757812
0,2017-09-23 18:53:55 +0000,44.575521,-111.337194,5,32.669998,2.109375
0,2017-09-23 18:54:00 +0000,44.576994,-111.33711,5,32.740002,2.109375
0,2017-09-23 18:54:03 +0000,44.577882,-111.337063,5,32.77,1.757812
0,2017-09-23 18:54:08 +0000,44.57937,-111.336998,5,33.189999,2.109375
0,2017-09-23 18:54:11 +0000,44.580263,-111.336955,5,33.27,1.757812
0,2017-09-23 18:54:16 +0000,44.581754,-111.336913,5,33.189999,2.109375
0,2017-09-23 18:54:19 +0000,44.582648,-111.336853,5,33.16,2.460938
0,2017-09-23 18:54:24 +0000,44.584128,-111.336724,5,33.029999,4.921875
0,2017-09-23 18:54:27 +0000,44.585007,-111.336592,5,32.900002,7.03125
0,2017-09-23 18:54:32 +0000,44.586474,-111.336316,5,32.68,7.03125
0,2017-09-23 18:54:35 +0000,44.587351,-111.336201,5,32.639999,4.570312
0,2017-09-23 18:54:40 +0000,44.588816,-111.336149,5,32.689999,1.054688
0,2017-09-23 18:54:43 +0000,44.589696,-111.336134,5,32.689999,0
0,2017-09-23 18:54:48 +0000,44.591182,-111.336127,5,32.84,359.296875
0,2017-09-23 18:54:51 +0000,44.59207,-111.336137,5,32.880001,359.648438
0,2017-09-23 18:54:56 +0000,44.593555,-111.336135,5,32.919998,0
0,2017-09-23 18:54:59 +0000,44.59444,-111.336141,5,32.950001,0
0,2017-09-23 18:55:04 +0000,44.595933,-111.336141,5,33.029999,0.351562
0,2017-09-23 18:55:07 +0000,44.59682,-111.336138,5,33.040001,0.351562
0,2017-09-23 18:55:12 +0000,44.598295,-111.336104,5,32.98,2.109375
0,2017-09-23 18:55:15 +0000,44.599175,-111.336043,5,32.84,2.460938
0,2017-09-23 18:55:20 +0000,44.600651,-111.335991,5,32.919998,1.757812
0,2017-09-23 18:55:23 +0000,44.601535,-111.335956,5,32.939999,1.757812
0,2017-09-23 18:55:28 +0000,44.603019,-111.335881,5,32.830002,1.757812
0,2017-09-23 18:55:31 +0000,44.603898,-111.33584,5,32.93,1.757812
0,2017-09-23 18:55:36 +0000,44.605378,-111.335774,5,32.900002,1.757812
0,2017-09-23 18:55:39 +0000,44.606264,-111.33572,5,32.990002,2.109375
0,2017-09-23 18:55:44 +0000,44.607744,-111.335645,5,33.080002,2.109375
0,2017-09-23 18:55:47 +0000,44.608637,-111.335607,5,32.990002,1.757812
0,2017-09-23 18:55:52 +0000,44.610138,-111.335536,5,32.959999,2.109375
0,2017-09-23 18:55:55 +0000,44.611027,-111.335497,5,32.869999,2.109375
0,2017-09-23 18:56:00 +0000,44.61251,-111.335441,5,32.799999,1.40625
0,2017-09-23 18:56:03 +0000,44.613388,-111.335403,5,32.759998,2.109375
0,2017-09-23 18:56:08 +0000,44.614865,-111.335319,5,32.990002,2.460938
0,2017-09-23 18:56:11 +0000,44.615753,-111.335274,5,32.990002,2.109375
0,2017-09-23 18:56:16 +0000,44.61724,-111.335187,5,32.950001,2.460938
0,2017-09-23 18:56:19 +0000,44.618141,-111.335141,5,32.919998,1.40625
0,2017-09-23 18:56:24 +0000,44.619633,-111.335089,5,32.93,1.40625
0,2017-09-23 18:56:27 +0000,44.62053,-111.335057,5,33,1.757812
0,2017-09-23 18:56:32 +0000,44.621999,-111.33498,5,32.73,2.109375
0,2017-09-23 18:56:36 +0000,44.623125,-111.334922,5,30.950001,2.460938
0,2017-09-23 18:56:41 +0000,44.624428,-111.334847,5,28.48,2.8125
0,2017-09-23 18:56:45 +0000,44.625438,-111.334765,5,27.450001,4.570312
0,2017-09-23 18:56:50 +0000,44.62663,-111.334489,5,26.610001,12.304688
0,2017-09-23 18:56:54 +0000,44.627553,-111.334146,5,26.67,16.523438
0,2017-09-23 18:56:59 +0000,44.628709,-111.333515,5,28.139999,23.554688
0,2017-09-23 18:57:03 +0000,44.629615,-111.332848,5,28.700001,29.53125
0,2017-09-23 18:57:08 +0000,44.630705,-111.331828,5,29.82,36.5625
0,2017-09-23 18:57:13 +0000,44.631766,-111.330547,5,31.68,43.945312
0,2017-09-23 18:57:18 +0000,44.632756,-111.329054,5,32.560001,47.460938
0,2017-09-23 18:57:23 +0000,44.633748,-111.327524,5,32.959999,47.8125
0,2017-09-23 18:57:28 +0000,44.634753,-111.326008,5,32.830002,46.054688
0,2017-09-23 18:57:33 +0000,44.63577,-111.324504,5,32.709999,46.757812
0,2017-09-23 18:57:38 +0000,44.636849,-111.323108,5,32.669998,39.375
0,2017-09-23 18:57:43 +0000,44.638004,-111.321885,5,31.76,34.101562
0,2017-09-23 18:57:48 +0000,44.639331,-111.32088,5,33.09,27.773438
0,2017-09-23 18:57:52 +0000,44.640413,-111.320128,5,33.380001,26.367188
0,2017-09-23 18:57:57 +0000,44.641791,-111.319182,5,33.439999,26.71875
0,2017-09-23 18:58:01 +0000,44.642849,-111.318426,5,32.82,26.71875
0,2017-09-23 18:58:06 +0000,44.644133,-111.317511,5,32.080002,26.71875
0,2017-09-23 18:58:10 +0000,44.645172,-111.316771,5,32.279999,27.070312
0,2017-09-23 18:58:15 +0000,44.646492,-111.315838,5,33.02,26.71875
0,2017-09-23 18:58:19 +0000,44.647557,-111.315084,5,33.389999,26.71875
0,2017-09-23 18:58:24 +0000,44.648888,-111.314137,5,33.130001,27.070312
0,2017-09-23 18:58:28 +0000,44.64994,-111.313397,5,32.73,26.367188
0,2017-09-23 18:58:33 +0000,44.651277,-111.312578,5,32.59,21.796875
0,2017-09-23 18:58:37 +0000,44.6524,-111.312056,5,32.75,17.578125
0,2017-09-23 18:58:42 +0000,44.653829,-111.311546,5,33.32,13.007812
0,2017-09-23 18:58:45 +0000,44.654702,-111.311268,5,33.349998,12.304688
0,2017-09-23 18:58:50 +0000,44.656157,-111.310788,5,32.919998,13.359375
0,2017-09-23 18:58:54 +0000,44.657305,-111.310463,5,32.41,9.84375
0,2017-09-23 18:58:59 +0000,44.65876,-111.310168,5,32.52,8.4375
0,2017-09-23 18:59:03 +0000,44.659898,-111.309894,5,31.440001,11.953125
0,2017-09-23 18:59:08 +0000,44.661153,-111.309171,5,29.82,29.882812
0,2017-09-23 18:59:13 +0000,44.662133,-111.307956,5,28.75,47.109375
0,2017-09-23 18:59:18 +0000,44.662775,-111.306406,5,28.75,61.171875
0,2017-09-23 18:59:23 +0000,44.663347,-111.304847,5,27,62.929688
0,2017-09-23 18:59:28 +0000,44.663899,-111.303342,5,26.690001,62.226562
0,2017-09-23 18:59:33 +0000,44.664463,-111.301869,5,26.41,59.414062
0,2017-09-23 18:59:38 +0000,44.6652,-111.300539,5,26.959999,46.757812
0,2017-09-23 18:59:43 +0000,44.665971,-111.299225,5,26.940001,55.546875
0,2017-09-23 18:59:48 +0000,44.666595,-111.297759,5,27.08,59.414062
0,2017-09-23 18:59:53 +0000,44.667228,-111.296288,5,27.190001,59.0625
0,2017-09-23 18:59:58 +0000,44.667812,-111.294781,5,27.08,65.390625
0,2017-09-23 19:00:03 +0000,44.668214,-111.293167,5,27.1,74.882812
0,2017-09-23 19:00:07 +0000,44.668448,-111.291837,5,27.17,76.992188
0,2017-09-23 19:00:12 +0000,44.668849,-111.290252,5,26.879999,65.742188
0,2017-09-23 19:00:17 +0000,44.669561,-111.288871,5,26.969999,49.21875
0,2017-09-23 19:00:22 +0000,44.670416,-111.287659,5,27.17,47.109375
0,2017-09-23 19:00:27 +0000,44.671084,-111.28624,5,27.34,62.929688
0,2017-09-23 19:00:32 +0000,44.671598,-111.284636,5,28.23,66.445312
0,2017-09-23 19:00:36 +0000,44.672005,-111.283318,5,28.41,66.796875
0,2017-09-23 19:00:41 +0000,44.672496,-111.281655,5,28.6,66.796875
0,2017-09-23 19:00:45 +0000,44.672914,-111.280327,5,28.540001,66.445312
0,2017-09-23 19:00:50 +0000,44.673452,-111.278668,5,28.75,65.390625
0,2017-09-23 19:00:54 +0000,44.673911,-111.277366,5,29.01,61.523438
0,2017-09-23 19:00:59 +0000,44.674586,-111.275789,5,29.360001,59.0625
0,2017-09-23 19:01:03 +0000,44.675101,-111.274497,5,29.370001,60.117188
0,2017-09-23 19:01:08 +0000,44.675735,-111.272865,5,29.51,60.820312
0,2017-09-23 19:01:12 +0000,44.676275,-111.271567,5,29.52,57.65625
0,2017-09-23 19:01:17 +0000,44.677185,-111.270164,5,31.030001,41.132812
0,2017-09-23 19:01:21 +0000,44.67818,-111.269369,5,31.530001,27.070312
0,2017-09-23 19:01:26 +0000,44.679557,-111.268786,5,30.860001,15.46875
0,2017-09-23 19:01:30 +0000,44.680601,-111.268384,5,29.469999,15.820312
0,2017-09-23 19:01:35 +0000,44.681898,-111.267619,5,32.209999,26.367188
0,2017-09-23 19:01:39 +0000,44.682847,-111.266704,5,32.48,39.375
0,2017-09-23 19:01:44 +0000,44.683847,-111.265245,5,32.490002,51.679688
0,2017-09-23 19:01:48 +0000,44.68447,-111.263892,5,32.540001,62.578125
0,2017-09-23 19:01:53 +0000,44.68497,-111.261912,5,33.889999,74.179688
0,2017-09-23 19:01:56 +0000,44.68517,-111.260641,5,35.09,78.398438
0,2017-09-23 19:02:01 +0000,44.685476,-111.258414,5,36.169998,78.398438
0,2017-09-23 19:02:04 +0000,44.685663,-111.257064,5,36.209999,78.75
0,2017-09-23 19:02:09 +0000,44.685979,-111.254881,5,34.700001,78.398438
0,2017-09-23 19:02:12 +0000,44.686172,-111.253609,5,34.27,78.046875
0,2017-09-23 19:02:17 +0000,44.686483,-111.251591,5,31.860001,78.398438
0,2017-09-23 19:02:21 +0000,44.686696,-111.25004,5,31.950001,78.398438
0,2017-09-23 19:02:26 +0000,44.687013,-111.248138,5,32.619999,78.046875
0,2017-09-23 19:02:30 +0000,44.687259,-111.246526,5,33.07,78.046875
0,2017-09-23 19:02:35 +0000,44.687528,-111.244488,5,32.57,81.210938
0,2017-09-23 19:02:39 +0000,44.687639,-111.242892,5,31.09,85.78125
0,2017-09-23 19:02:44 +0000,44.687665,-111.240997,5,29.68,91.054688
0,2017-09-23 19:02:48 +0000,44.687591,-111.239511,5,29.610001,94.21875
0,2017-09-23 19:02:53 +0000,44.687443,-111.237637,5,30.35,97.03125
0,2017-09-23 19:02:57 +0000,44.687308,-111.236136,5,29.74,96.679688
0,2017-09-23 19:03:02 +0000,44.687157,-111.234277,5,29.73,97.03125
0,2017-09-23 19:03:06 +0000,44.687035,-111.232778,5,29.690001,95.976562
0,2017-09-23 19:03:11 +0000,44.686882,-111.230883,5,30.559999,96.679688
0,2017-09-23 19:03:15 +0000,44.686755,-111.229358,5,30.790001,97.03125
0,2017-09-23 19:03:20 +0000,44.686589,-111.227401,5,31.82,96.679688
0,2017-09-23 19:03:24 +0000,44.686465,-111.225792,5,31.83,95.976562
0,2017-09-23 19:03:29 +0000,44.686303,-111.223782,5,32.360001,97.382812
0,2017-09-23 19:03:33 +0000,44.686166,-111.222183,5,31.33,96.679688
0,2017-09-23 19:03:38 +0000,44.686013,-111.220297,5,29.25,96.328125
0,2017-09-23 19:03:42 +0000,44.685896,-111.21881,5,29.799999,96.679688
0,2017-09-23 19:03:47 +0000,44.685674,-111.216941,5,29.99,101.953125
0,2017-09-23 19:03:51 +0000,44.685418,-111.215531,5,28.51,104.765625
0,2017-09-23 19:03:56 +0000,44.685001,-111.213778,5,29.65,110.742188
0,2017-09-23 19:04:00 +0000,44.684587,-111.212362,5,30.98,112.851562
0,2017-09-23 19:04:05 +0000,44.684045,-111.210518,5,32,112.5
0,2017-09-23 19:04:09 +0000,44.683602,-111.209004,5,32.700001,112.5
0,2017-09-23 19:04:14 +0000,44.683043,-111.207084,5,32.91,111.796875
0,2017-09-23 19:04:18 +0000,44.682602,-111.205565,5,32.18,112.5
0,2017-09-23 19:04:23 +0000,44.682054,-111.203756,5,30.610001,112.851562
0,2017-09-23 19:04:27 +0000,44.681647,-111.202365,5,29.33,112.5
0,2017-09-23 19:04:29 +0000,44.681453,-111.201673,5,29.309999,112.148438
0,2017-09-23 19:04:33 +0000,44.681071,-111.20031,5,29,111.09375
0,2017-09-23 19:04:38 +0000,44.680559,-111.198605,5,29.120001,112.5
0,2017-09-23 19:04:42 +0000,44.680158,-111.197279,5,28.65,112.148438
0,2017-09-23 19:04:47 +0000,44.67966,-111.195583,5,29.41,113.203125
0,2017-09-23 19:04:51 +0000,44.679249,-111.194226,5,29.290001,113.90625
0,2017-09-23 19:04:56 +0000,44.678751,-111.192549,5,29.059999,112.5
